/video/education/pollock-krasner/,https://techspressionism.github.io/techspressionism-archive/presentation-009-technology-and-art-with-colin-goldberg/,301,plain
/video/interview/acevedo/,https://techspressionism.github.io/techspressionism-archive/interview-021-victor-acevedo/,301,plain
/video/interview/anker/,https://techspressionism.github.io/techspressionism-archive/interview-023-suzanne-anker/,301,plain
/video/interview/bonaceto/,https://techspressionism.github.io/techspressionism-archive/interview-009-andrea-bonaceto/,301,plain
/video/interview/cari-ann-shim-sham/,https://techspressionism.github.io/techspressionism-archive/interview-027-cari-ann-shim-sham/,301,plain
/video/interview/carla-gannis/,https://techspressionism.github.io/techspressionism-archive/interview-030-carla-gannis/,301,plain
/video/interview/claudia-hart/,https://techspressionism.github.io/techspressionism-archive/interview-029-claudia-hart/,301,plain
/video/interview/davo/,https://techspressionism.github.io/techspressionism-archive/interview-005-davonte-bradley/,301,plain
/video/interview/dimon/,https://techspressionism.github.io/techspressionism-archive/interview-003-roz-dimon/,301,plain
/video/interview/djspooky/,https://techspressionism.github.io/techspressionism-archive/interview-016-paul-d-miller-aka-dj-spooky-that-subliminal-kid/,301,plain
/video/interview/gellis/,https://techspressionism.github.io/techspressionism-archive/interview-010-brandon-gellis/,301,plain
/video/interview/gerbarg/,https://techspressionism.github.io/techspressionism-archive/interview-015-darcy-gerbarg/,301,plain
/video/interview/gillette/,https://techspressionism.github.io/techspressionism-archive/interview-024-frank-gillette/,301,plain
/video/interview/goldberg/,https://techspressionism.github.io/techspressionism-archive/interview-001-colin-goldberg/,301,plain
/video/interview/hodgkin/,https://techspressionism.github.io/techspressionism-archive/interview-014-carter-hodgkin/,301,plain
/video/interview/lafleur/,https://techspressionism.github.io/techspressionism-archive/interview-022-karen-lafleur/,301,plain
/video/interview/lichty/,https://techspressionism.github.io/techspressionism-archive/interview-006-patrick-lichty/,301,plain
/video/interview/little/,https://techspressionism.github.io/techspressionism-archive/interview-012-gregory-little/,301,plain
/video/interview/malavika/,https://techspressionism.github.io/techspressionism-archive/interview-019-malavika-mandal-andrew/,301,plain
/video/interview/matushevitz/,https://techspressionism.github.io/techspressionism-archive/interview-018-randi-matushevitz/,301,plain
/video/interview/miller/,https://techspressionism.github.io/techspressionism-archive/interview-008-steve-miller/,301,plain
/video/interview/mintz/,https://techspressionism.github.io/techspressionism-archive/interview-017-tommy-mintz/,301,plain
/video/interview/moses/,https://techspressionism.github.io/techspressionism-archive/interview-013-cee-moses/,301,plain
/video/interview/nechvatal/,https://techspressionism.github.io/techspressionism-archive/interview-004-joseph-nechvatal/,301,plain
/video/interview/price/,https://techspressionism.github.io/techspressionism-archive/interview-007-michael-pierre-price/,301,plain
/video/interview/rees/,https://techspressionism.github.io/techspressionism-archive/interview-011-michael-rees/,301,plain
/video/interview/renata/,https://techspressionism.github.io/techspressionism-archive/interview-020-renata-janiszewska/,301,plain
/video/interview/sasha-stiles/,https://techspressionism.github.io/techspressionism-archive/interview-028-sasha-stiles/,301,plain
/video/interview/sobell/,https://techspressionism.github.io/techspressionism-archive/interview-026-nina-sobell/,301,plain
/video/interview/spalter/,https://techspressionism.github.io/techspressionism-archive/interview-002-anne-spalter/,301,plain
/video/interview/verneda/,https://techspressionism.github.io/techspressionism-archive/interview-025-verneda-lights/,301,plain
/video/roundtable/approach/,https://techspressionism.github.io/techspressionism-archive/roundtable-002-approach/,301,plain
/video/roundtable/roundtable-3/,https://techspressionism.github.io/techspressionism-archive/roundtable-003-science-and-art-part-one/,301,plain
/video/roundtable/roundtable-4/,https://techspressionism.github.io/techspressionism-archive/roundtable-004-science-and-art-part-two/,301,plain
/video/roundtable/roundtable-5/,https://techspressionism.github.io/techspressionism-archive/roundtable-005-four-techspressionist-artists/,301,plain
/video/roundtable/roundtable-6/,https://techspressionism.github.io/techspressionism-archive/roundtable-006-founders-five-years-later/,301,plain
/video/salon/salon-10/,https://techspressionism.github.io/techspressionism-archive/salon-010-spalter-gerbarg-karver-gellis-bradley/,301,plain
/video/salon/salon-100/,https://techspressionism.github.io/techspressionism-archive/salon-100-hello-uzbekistan/,301,plain
/video/salon/salon-101/,https://techspressionism.github.io/techspressionism-archive/salon-101-open-mic/,301,plain
/video/salon/salon-102/,https://techspressionism.github.io/techspressionism-archive/salon-102-art-science-intra-action/,301,plain
/video/salon/salon-103/,https://techspressionism.github.io/techspressionism-archive/salon-103-generative-ai/,301,plain
/video/salon/salon-104/,https://techspressionism.github.io/techspressionism-archive/salon-104-history-theory-connectivity/,301,plain
/video/salon/salon-105/,https://techspressionism.github.io/techspressionism-archive/salon-105-every-woman-biennial/,301,plain
/video/salon/salon-106/,https://techspressionism.github.io/techspressionism-archive/salon-106-france/,301,plain
/video/salon/salon-107/,https://techspressionism.github.io/techspressionism-archive/salon-107-new-artists/,301,plain
/video/salon/salon-108/,https://techspressionism.github.io/techspressionism-archive/salon-108-los-angeles-and-beyond/,301,plain
/video/salon/salon-109/,https://techspressionism.github.io/techspressionism-archive/salon-109-open-mic-august-2026/,301,plain
/video/salon/salon-11/,https://techspressionism.github.io/techspressionism-archive/salon-011-miller-henderson-woods-swinburne-kralikova/,301,plain
/video/salon/salon-110/,https://techspressionism.github.io/techspressionism-archive/salon-110-loop-art-critique/,301,plain
/video/salon/salon-12/,https://techspressionism.github.io/techspressionism-archive/salon-012-carter-hodgkin-michael-rees-colin-goldberg-michael/,301,plain
/video/salon/salon-13/,https://techspressionism.github.io/techspressionism-archive/salon-013-negin-ehtesabian-diane-marsella-sue-beyer/,301,plain
/video/salon/salon-14/,https://techspressionism.github.io/techspressionism-archive/salon-014-susan-de-troy-sherry-karver-deann-stein-hasinoff/,301,plain
/video/salon/salon-15/,https://techspressionism.github.io/techspressionism-archive/salon-015-andrea-bonaceto-tommy-mintz-clive-holden/,301,plain
/video/salon/salon-16/,https://techspressionism.github.io/techspressionism-archive/salon-016-randi-matushevitz-gary-hopkins-roz-dimon/,301,plain
/video/salon/salon-17/,https://techspressionism.github.io/techspressionism-archive/salon-017-michael-pierre-price-greggory-hill-michael-pointer/,301,plain
/video/salon/salon-18/,https://techspressionism.github.io/techspressionism-archive/salon-018-paul-d-miller-aka-dj-spooky-that-subliminal-kid-and-ap/,301,plain
/video/salon/salon-19/,https://techspressionism.github.io/techspressionism-archive/salon-019-gregory-little-and-lee-musgrave/,301,plain
